2023-11-30 22:04:31.626 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-11-30 22:04:38.087 [main] INFO  org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-anynote-manage-dev.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-manage.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-manage,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-application-dev.yml,DEFAULT_GROUP'}]
2023-11-30 22:04:38.094 [main] INFO  com.anynote.manage.AnyNoteManageApplication - The following 1 profile is active: "dev"
2023-11-30 22:04:39.109 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-11-30 22:04:39.112 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-11-30 22:04:39.135 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2023-11-30 22:04:39.347 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=97ae2941-b9b0-38f8-a316-19a4a9e0448f
2023-11-30 22:04:39.835 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 18092 (http)
2023-11-30 22:04:39.849 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-18092"]
2023-11-30 22:04:39.850 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-11-30 22:04:39.850 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.70]
2023-11-30 22:04:40.058 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-11-30 22:04:40.058 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1928 ms
2023-11-30 22:04:40.403 [main] INFO  org.springframework.cloud.openfeign.FeignClientFactoryBean - For 'anynote-note' URL not provided. Will try picking an instance via load-balancing.
2023-11-30 22:04:40.505 [main] INFO  org.springframework.cloud.openfeign.FeignClientFactoryBean - For 'anynote-system' URL not provided. Will try picking an instance via load-balancing.
2023-11-30 22:04:45.117 [main] WARN  org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2023-11-30 22:04:45.239 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b
2023-11-30 22:04:45.240 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] RpcClient init label, labels = {module=naming, source=sdk}
2023-11-30 22:04:45.243 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2023-11-30 22:04:45.243 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2023-11-30 22:04:45.244 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2023-11-30 22:04:45.244 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
2023-11-30 22:04:45.365 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Success to connect to server [localhost:8848] on start up, connectionId = 1701353085250_127.0.0.1_13204
2023-11-30 22:04:45.365 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-30 22:04:45.365 [main] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/1164699452
2023-11-30 22:04:45.365 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Notify connected event to listeners.
2023-11-30 22:04:45.432 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-18092"]
2023-11-30 22:04:45.444 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 18092 (http) with context path ''
2023-11-30 22:04:45.468 [main] INFO  com.alibaba.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP anynote-manage 2.0.0.1:18092 register finished
2023-11-30 22:04:46.953 [main] INFO  com.anynote.manage.AnyNoteManageApplication - Started AnyNoteManageApplication in 17.099 seconds (JVM running for 18.739)
2023-11-30 22:04:46.961 [main] INFO  com.alibaba.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=anynote-manage, group=DEFAULT_GROUP
2023-11-30 22:04:46.962 [main] INFO  com.alibaba.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=anynote-manage.yml, group=DEFAULT_GROUP
2023-11-30 22:04:46.963 [main] INFO  com.alibaba.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=anynote-manage-dev.yml, group=DEFAULT_GROUP
2023-11-30 22:04:47.246 [nacos-grpc-client-executor-10] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Receive server push request, request = NotifySubscriberRequest, requestId = 1
2023-11-30 22:04:47.249 [nacos-grpc-client-executor-10] INFO  com.alibaba.nacos.common.remote.client - [a7e6cc47-31e2-46e5-b3a1-cdc445e2bb7b] Ack server push request, request = NotifySubscriberRequest, requestId = 1
2023-11-30 22:04:51.748 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-11-30 22:04:53.920 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0
2023-11-30 22:04:53.999 [main] INFO  org.reflections.Reflections - Reflections took 52 ms to scan 1 urls, producing 3 keys and 6 values 
2023-11-30 22:04:54.039 [main] INFO  org.reflections.Reflections - Reflections took 22 ms to scan 1 urls, producing 4 keys and 9 values 
2023-11-30 22:04:54.059 [main] INFO  org.reflections.Reflections - Reflections took 17 ms to scan 1 urls, producing 3 keys and 10 values 
2023-11-30 22:04:54.343 [main] INFO  org.reflections.Reflections - Reflections took 279 ms to scan 238 urls, producing 0 keys and 0 values 
2023-11-30 22:04:54.360 [main] INFO  org.reflections.Reflections - Reflections took 16 ms to scan 1 urls, producing 1 keys and 5 values 
2023-11-30 22:04:54.379 [main] INFO  org.reflections.Reflections - Reflections took 16 ms to scan 1 urls, producing 1 keys and 7 values 
2023-11-30 22:04:54.399 [main] INFO  org.reflections.Reflections - Reflections took 17 ms to scan 1 urls, producing 2 keys and 8 values 
2023-11-30 22:04:54.731 [main] INFO  org.reflections.Reflections - Reflections took 328 ms to scan 238 urls, producing 0 keys and 0 values 
2023-11-30 22:04:54.732 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2023-11-30 22:04:54.733 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/16373883
2023-11-30 22:04:54.735 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/1878700101
2023-11-30 22:04:54.736 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-11-30 22:04:54.737 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-11-30 22:04:54.748 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
2023-11-30 22:04:58.749 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Success to connect to server [localhost:8848] on start up, connectionId = 1701353098503_127.0.0.1_13378
2023-11-30 22:04:58.750 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Notify connected event to listeners.
2023-11-30 22:04:58.750 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-30 22:04:58.752 [main] INFO  com.alibaba.nacos.common.remote.client - [4fe32824-adba-4e4a-864a-3d84d7b5a38e_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/106113013
2023-11-30 22:04:58.818 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[anynote-note] & group[DEFAULT_GROUP]
2023-11-30 22:04:58.824 [main] WARN  com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[anynote-note.yml] & group[DEFAULT_GROUP]
2023-11-30 22:04:58.835 [main] INFO  org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-anynote-note-dev.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-note.yml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-anynote-note,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-application-dev.yml,DEFAULT_GROUP'}]
2023-11-30 22:04:58.843 [main] INFO  com.anynote.note.AnyNoteNoteApplication - The following 1 profile is active: "dev"
2023-11-30 22:05:00.322 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-11-30 22:05:00.327 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-11-30 22:05:00.396 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 40 ms. Found 0 Redis repository interfaces.
2023-11-30 22:05:00.845 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=0d6ddfe4-65bd-3b2b-8e1c-ea9897c760ac
2023-11-30 22:05:01.611 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 18091 (http)
2023-11-30 22:05:01.623 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-18091"]
2023-11-30 22:05:01.624 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-11-30 22:05:01.624 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.70]
2023-11-30 22:05:01.837 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-11-30 22:05:01.838 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2965 ms
2023-11-30 22:05:08.483 [main] WARN  com.baomidou.mybatisplus.core.injector.DefaultSqlInjector - class com.anynote.note.api.model.po.UserNoteTask ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2023-11-30 22:05:10.154 [main] WARN  com.baomidou.mybatisplus.core.injector.DefaultSqlInjector - class com.anynote.note.api.model.po.UserKnowledgeBase ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2023-11-30 22:05:10.380 [main] INFO  org.springframework.cloud.openfeign.FeignClientFactoryBean - For 'anynote-system' URL not provided. Will try picking an instance via load-balancing.
2023-11-30 22:05:10.452 [main] INFO  org.springframework.cloud.openfeign.FeignClientFactoryBean - For 'anynote-file' URL not provided. Will try picking an instance via load-balancing.
2023-11-30 22:05:15.213 [main] WARN  org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2023-11-30 22:05:17.005 [main] INFO  org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='note_task_group', namespace='', nameServer='localhost:9876', topic='note_task_topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false}
2023-11-30 22:05:17.005 [main] INFO  org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration - Register the listener to container, listenerBeanName:noteTaskMessageListener, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_1
2023-11-30 22:05:18.706 [main] INFO  org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer - running container: DefaultRocketMQListenerContainer{consumerGroup='note_group', namespace='', nameServer='localhost:9876', topic='note_topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false}
2023-11-30 22:05:18.706 [main] INFO  org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration - Register the listener to container, listenerBeanName:noteMessageListener, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_2
2023-11-30 22:05:18.844 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of f11a146d-7dfa-42e0-956d-fbd2d7051934
2023-11-30 22:05:18.844 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] RpcClient init label, labels = {module=naming, source=sdk}
2023-11-30 22:05:18.845 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2023-11-30 22:05:18.845 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2023-11-30 22:05:18.845 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2023-11-30 22:05:18.846 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
2023-11-30 22:05:18.960 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Success to connect to server [localhost:8848] on start up, connectionId = 1701353118851_127.0.0.1_13589
2023-11-30 22:05:18.960 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-30 22:05:18.960 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Notify connected event to listeners.
2023-11-30 22:05:18.960 [main] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/106113013
2023-11-30 22:05:19.000 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-18091"]
2023-11-30 22:05:19.012 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 18091 (http) with context path ''
2023-11-30 22:05:19.023 [main] INFO  com.alibaba.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP anynote-note 2.0.0.1:18091 register finished
2023-11-30 22:05:19.560 [nacos-grpc-client-executor-6] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Receive server push request, request = NotifySubscriberRequest, requestId = 7
2023-11-30 22:05:19.566 [nacos-grpc-client-executor-6] INFO  com.alibaba.nacos.common.remote.client - [f11a146d-7dfa-42e0-956d-fbd2d7051934] Ack server push request, request = NotifySubscriberRequest, requestId = 7
2023-11-30 22:05:20.262 [main] INFO  com.anynote.note.AnyNoteNoteApplication - Started AnyNoteNoteApplication in 31.028 seconds (JVM running for 33.054)
2023-11-30 22:05:20.268 [main] INFO  com.alibaba.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=anynote-note-dev.yml, group=DEFAULT_GROUP
2023-11-30 22:05:20.268 [main] INFO  com.alibaba.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=anynote-note, group=DEFAULT_GROUP
2023-11-30 22:05:20.269 [main] INFO  com.alibaba.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=anynote-note.yml, group=DEFAULT_GROUP
2023-11-30 22:18:51.469 [http-nio-18091-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-30 22:18:51.469 [http-nio-18091-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-11-30 22:18:51.471 [http-nio-18091-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-11-30 22:20:11.344 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Start destroying common HttpClient
2023-11-30 22:20:11.344 [Thread-12] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Start destroying Publisher
2023-11-30 22:20:11.344 [Thread-12] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Destruction of the end
2023-11-30 22:20:11.344 [Thread-3] WARN  com.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Destruction of the end
2023-11-30 22:20:11.358 [NettyClientSelector_1] INFO  RocketmqRemoting - closeChannel: close the connection to remote address[127.0.0.1:9876] result: true
2023-11-30 22:20:11.358 [NettyClientSelector_1] INFO  RocketmqRemoting - closeChannel: close the connection to remote address[2.0.0.1:10911] result: true
2023-11-30 22:20:11.361 [NettyClientSelector_1] INFO  RocketmqRemoting - closeChannel: close the connection to remote address[127.0.0.1:9876] result: true
2023-11-30 22:20:11.361 [NettyClientSelector_1] INFO  RocketmqRemoting - closeChannel: close the connection to remote address[2.0.0.1:10911] result: true
2023-11-30 22:20:11.948 [SpringApplicationShutdownHook] INFO  org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer - container destroyed, DefaultRocketMQListenerContainer{consumerGroup='note_group', namespace='', nameServer='localhost:9876', topic='note_topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false}
2023-11-30 22:20:11.949 [SpringApplicationShutdownHook] INFO  org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer - container destroyed, DefaultRocketMQListenerContainer{consumerGroup='note_task_group', namespace='', nameServer='localhost:9876', topic='note_task_topic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING', tlsEnable=false}
2023-11-30 22:20:11.952 [SpringApplicationShutdownHook] INFO  com.alibaba.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2023-11-30 22:20:11.958 [SpringApplicationShutdownHook] INFO  com.alibaba.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2023-11-30 22:20:12.289 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Shutdown rpc client, set status to shutdown
2023-11-30 22:20:12.289 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@2921144b[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2023-11-30 22:20:12.289 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Close current connection 1701353118851_127.0.0.1_13589
2023-11-30 22:20:12.290 [nacos-grpc-client-executor-196] INFO  com.alibaba.nacos.common.remote.client.grpc.GrpcClient - [1701353118851_127.0.0.1_13589]Ignore complete event,isRunning:false,isAbandon=false
2023-11-30 22:20:12.293 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client.grpc.GrpcClient - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@3479db86[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 197]
2023-11-30 22:20:12.319 [NettyClientSelector_1] INFO  RocketmqRemoting - closeChannel: close the connection to remote address[127.0.0.1:9876] result: true
2023-11-30 22:20:12.319 [NettyClientSelector_1] INFO  RocketmqRemoting - closeChannel: close the connection to remote address[2.0.0.1:10911] result: true
2023-11-30 22:20:12.319 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2023-11-30 22:20:21.127 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-11-30 22:20:22.359 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of e05f61c7-2269-4dd2-b634-8168dabae316_config-0
2023-11-30 22:20:22.400 [main] INFO  org.reflections.Reflections - Reflections took 27 ms to scan 1 urls, producing 3 keys and 6 values 
2023-11-30 22:20:22.429 [main] INFO  org.reflections.Reflections - Reflections took 17 ms to scan 1 urls, producing 4 keys and 9 values 
2023-11-30 22:20:22.445 [main] INFO  org.reflections.Reflections - Reflections took 14 ms to scan 1 urls, producing 3 keys and 10 values 
